r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs,formula
0.883256359437,0.882312976482955,0.90145071292043,936.264913045466,0,8,-1309.35304160481,2638.70608320962,2687.77363099611,804.487253946504,990,999,total_cup_points ~ species_robusta + processing_method_washed_wet + color_bluish_green + moisture + aroma + acidity + uniformity + clean_cup
0.834234717224975,0.833232104627546,1.07308449797313,832.060877116164,0,6,-1484.47394743946,2984.94789487893,3024.20193310812,1142.29825707191,992,999,total_cup_points ~ species_robusta + aroma + acidity + uniformity + cupper_points + processing_method_washed_wet
0.875993500744766,0.874991428023512,0.929068197204054,874.181566032634,0,8,-1339.49964136187,2698.99928272375,2748.06683051023,854.536037905431,990,999,total_cup_points ~ processing_method_other + processing_method_washed_wet + color_bluish_green + moisture + aroma + acidity + sweetness + clean_cup
0.842223366415733,0.841269072260989,1.04690789348687,882.561589871692,0,6,-1459.80239005098,2935.60478010195,2974.85881833114,1087.24800834555,992,999,total_cup_points ~ species_robusta + processing_method_washed_wet + aroma + acidity + sweetness + cupper_points
0.887474157841583,0.88656485810697,0.885016782638335,975.997379146753,0,8,-1290.97267977913,2601.94535955825,2651.01290734474,775.422158495995,990,999,total_cup_points ~ species_robusta + processing_method_washed_wet + color_bluish_green + color_green + aroma + acidity + clean_cup + cupper_points
0.819536813887832,0.818262099152428,1.12021259355149,642.917816140421,0,7,-1526.90845711664,3071.81691423328,3115.97770724112,1243.58236845859,991,999,total_cup_points ~ species_robusta + color_none + moisture + aroma + body + balance + uniformity
0.825977048793231,0.82492449062061,1.09948775330914,784.732920495963,0,6,-1508.75682296518,3033.51364593037,3072.76768415955,1199.20233311938,992,999,total_cup_points ~ species_robusta + color_none + aroma + body + balance + sweetness
0.87748078559408,0.876739741958561,0.922548555762052,1184.1148665675,0,6,-1333.47262061458,2682.94524122915,2722.19927945834,844.287071036738,992,999,total_cup_points ~ species_robusta + moisture + aroma + body + balance + clean_cup
0.731222938277205,0.729324412109637,1.36710616376187,385.152941670549,1.39516097349324e-277,7,-1725.8870130035,3469.77402600699,3513.93481901483,1852.15844962874,991,999,total_cup_points ~ species_robusta + color_green + moisture + aroma + body + balance + cupper_points
0.838213859132759,0.836906496378277,1.06119703589232,641.148645438038,0,8,-1472.33735439078,2964.67470878156,3013.74225656805,1114.87775749679,990,999,total_cup_points ~ species_robusta + processing_method_washed_wet + color_none + moisture + aroma + body + uniformity + sweetness
0.883529453814646,0.882824994865944,0.899487614349035,1254.19579869476,0,6,-1308.18320965001,2632.36641930002,2671.62045752921,802.605344620379,992,999,total_cup_points ~ species_robusta + moisture + aroma + body + uniformity + clean_cup
0.836346479196087,0.835356639352515,1.06622732449478,844.931111459354,0,6,-1478.06970127652,2972.13940255303,3011.39344078222,1127.74598183931,992,999,total_cup_points ~ species_robusta + moisture + aroma + body + uniformity + cupper_points
0.867062190411825,0.866258131079638,0.960973454119746,1078.35598158404,0,6,-1374.23858974107,2764.47717948214,2803.73121771132,916.082219686652,992,999,total_cup_points ~ color_none + moisture + aroma + body + sweetness + clean_cup
0.837023044775514,0.836037297062462,1.064021078604,849.125018190055,0,6,-1476.00042106513,2968.00084213027,3007.25488035946,1123.08372886791,992,999,total_cup_points ~ species_robusta + color_none + aroma + body + sweetness + cupper_points
0.885106145047706,0.884411222537914,0.893378573358324,1273.67603232842,0,6,-1301.37516607034,2618.75033214068,2658.00437036987,791.740273133068,992,999,total_cup_points ~ species_robusta + color_green + aroma + body + clean_cup + cupper_points
0.868797818631001,0.867737598983574,0.955643473592558,819.450781486699,0,8,-1367.67420113919,2755.34840227838,2804.41595006487,904.121904133849,990,999,total_cup_points ~ species_robusta + processing_method_washed_wet + color_green + color_none + aroma + balance + uniformity + sweetness
0.898744256270307,0.897926028038148,0.839528036711998,1098.40289169527,0,8,-1238.25871113038,2496.51742226076,2545.58497004724,697.759251181247,990,999,total_cup_points ~ species_robusta + processing_method_other + processing_method_washed_wet + color_none + aroma + balance + uniformity + clean_cup
0.849937983923505,0.849030350761752,1.02099242515752,936.433373899586,0,6,-1434.76161981762,2885.52323963524,2924.77727786443,1034.08612797121,992,999,total_cup_points ~ species_robusta + moisture + aroma + balance + uniformity + cupper_points
0.895053897305213,0.894312602937036,0.854258478768603,1207.42033897575,0,7,-1256.1395514559,2530.27910291181,2574.43989591965,723.189730611116,991,999,total_cup_points ~ processing_method_other + processing_method_washed_wet + color_none + aroma + balance + sweetness + clean_cup
0.860824205209001,0.859841126941052,0.983757362069165,875.641577354113,0,7,-1397.14387303037,2812.28774606073,2856.44853906857,959.068540498455,991,999,total_cup_points ~ species_robusta + color_none + moisture + aroma + balance + sweetness + cupper_points
0.896726778089047,0.895997300234984,0.847422524910727,1229.2721061979,0,7,-1248.11318855351,2514.22637710702,2558.38717011486,711.661811304536,991,999,total_cup_points ~ species_robusta + color_green + moisture + aroma + balance + clean_cup + cupper_points
0.812607574994378,0.81109329277211,1.14209277996824,536.628881357063,0,8,-1545.72869081645,3111.45738163289,3160.52492941938,1291.33215887503,990,999,total_cup_points ~ processing_method_other + processing_method_washed_wet + color_bluish_green + moisture + aroma + uniformity + sweetness + clean_cup
0.875313659334499,0.874559508080474,0.930671835472339,1160.66061637185,0,6,-1342.2305734661,2700.4611469322,2739.71518516139,859.22086481872,992,999,total_cup_points ~ species_robusta + processing_method_washed_wet + aroma + uniformity + sweetness + cupper_points
0.900807695161627,0.900308237433338,0.829673720503877,1803.57144186342,0,5,-1227.9745088851,2469.9490177702,2504.29630122074,683.539973117282,993,999,total_cup_points ~ species_robusta + aroma + uniformity + clean_cup + cupper_points
0.892526816343759,0.891876776926484,0.864046645813717,1373.03491545849,0,6,-1268.02487992366,2552.04975984733,2591.30379807651,740.603993292799,992,999,total_cup_points ~ processing_method_washed_wet + moisture + aroma + sweetness + clean_cup + cupper_points
0.736411725892877,0.734549851101001,1.35384574283876,395.521615688551,9.06400773609944e-282,7,-1716.14978439086,3450.29956878172,3494.46036178956,1816.402210744,991,999,total_cup_points ~ species_robusta + processing_method_washed_wet + quakers + flavor + aftertaste + acidity + body
0.760881189772435,0.758948916558475,1.29012633640513,393.775157816858,2.34150090577383e-301,8,-1667.48461045651,3354.96922091301,3404.0367686995,1647.78170424725,990,999,total_cup_points ~ species_robusta + processing_method_washed_wet + moisture + quakers + flavor + aftertaste + acidity + balance
0.848705768515941,0.847790682438416,1.02517573060921,927.460038307891,0,6,-1438.84645317515,2893.6929063503,2932.94694457949,1042.57739640109,992,999,total_cup_points ~ species_robusta + moisture + flavor + aftertaste + acidity + uniformity
0.857732777086253,0.856872289850887,0.994121710999329,996.798955096662,0,6,-1408.1175363114,2832.23507262281,2871.489110852,980.371752469992,992,999,total_cup_points ~ species_robusta + moisture + flavor + aftertaste + acidity + sweetness
0.902409882609754,0.901720547774505,0.823775858903629,1309.10239330041,0,7,-1219.84054746696,2457.68109493392,2501.84188794176,672.499205721,991,999,total_cup_points ~ species_robusta + processing_method_other + moisture + flavor + aftertaste + acidity + clean_cup
0.75326917525412,0.75152637427206,1.30983878404289,432.21755266851,5.74978454198074e-296,7,-1683.13765259407,3384.27530518815,3428.43609819599,1700.23654142132,991,999,total_cup_points ~ species_robusta + processing_method_washed_wet + quakers + flavor + aftertaste + acidity + cupper_points
0.758427728202179,0.756475629036136,1.29672807029152,388.519057533101,3.62912603134943e-299,8,-1672.58358042809,3365.16716085617,3414.23470864266,1664.68865139914,990,999,total_cup_points ~ species_robusta + processing_method_washed_wet + moisture + quakers + flavor + aftertaste + body + balance
0.852597727781473,0.851706181780151,1.01190378578469,956.313781361227,0,6,-1425.82893434253,2867.65786868506,2906.91190691425,1015.75767751191,992,999,total_cup_points ~ species_robusta + processing_method_washed_wet + flavor + aftertaste + body + uniformity
0.8563010521634,0.855431905301485,0.999111426103529,985.220208097834,0,6,-1413.11919488195,2842.2383897639,2881.49242799308,990.237852636463,992,999,total_cup_points ~ species_robusta + color_none + flavor + aftertaste + body + sweetness
0.903900304021398,0.903319055860237,0.817049067095858,1555.1022169534,0,6,-1212.15320267294,2440.30640534587,2479.56044357506,662.228624617874,992,999,total_cup_points ~ species_robusta + processing_method_washed_wet + flavor + aftertaste + body + clean_cup
0.75326123597698,0.751267387378815,1.31052123620712,377.792595019462,1.25927115800311e-294,8,-1683.15372519114,3386.30745038227,3435.37499816876,1700.29125144435,990,999,total_cup_points ~ species_robusta + processing_method_washed_wet + moisture + quakers + flavor + aftertaste + body + cupper_points
0.863985765106378,0.863163098363069,0.972029203546492,1050.22571063469,0,6,-1385.66621408337,2787.33242816673,2826.58646639592,937.282046366849,992,999,total_cup_points ~ species_robusta + processing_method_washed_wet + flavor + aftertaste + balance + uniformity
0.875309053968519,0.874428290474856,0.931158475027499,993.807146034027,0,7,-1342.2490224623,2702.4980449246,2746.65883793244,859.252600664997,991,999,total_cup_points ~ species_robusta + processing_method_other + color_none + flavor + aftertaste + balance + sweetness
0.913860900276627,0.913252450530851,0.773938238446002,1501.94967887072,0,7,-1157.49655197258,2332.99310394517,2377.153896953,593.58957335654,991,999,total_cup_points ~ species_robusta + processing_method_other + processing_method_washed_wet + flavor + aftertaste + balance + clean_cup
0.772046784374799,0.770204738187929,1.25964518770169,419.12455283574,1.11317847213628e-308,8,-1643.59845599036,3307.19691198072,3356.2644597672,1570.83893891102,990,999,total_cup_points ~ species_robusta + processing_method_washed_wet + moisture + quakers + flavor + aftertaste + balance + cupper_points
0.898167941162591,0.897241259130704,0.842339339867318,969.229908702584,0,9,-1241.09364425188,2504.18728850377,2558.1615910689,701.730672289739,989,999,total_cup_points ~ species_robusta + processing_method_other + color_green + color_none + moisture + flavor + aftertaste + uniformity + sweetness
0.926007794645854,0.925409877834912,0.717659364586783,1548.72346403179,0,8,-1081.57071698536,2183.14143397073,2232.20898175721,509.884613943315,990,999,total_cup_points ~ species_robusta + processing_method_other + color_bluish_green + moisture + flavor + aftertaste + uniformity + clean_cup
0.862620473383985,0.86178954882784,0.976895568150818,1038.14536109725,0,6,-1390.65512736906,2797.31025473812,2836.56429296731,946.690351464127,992,999,total_cup_points ~ species_robusta + processing_method_washed_wet + flavor + aftertaste + uniformity + cupper_points
0.920789048806718,0.920309950311597,0.741787901644409,1921.92014415495,0,6,-1115.61404323166,2247.22808646331,2286.4821246925,545.847296697807,992,999,total_cup_points ~ processing_method_other + moisture + flavor + aftertaste + sweetness + clean_cup
0.869425744716904,0.868768271125347,0.951912702567717,1322.37363733316,0,5,-1365.27788399559,2744.55576799117,2778.90305144171,899.794828756607,993,999,total_cup_points ~ species_robusta + flavor + aftertaste + sweetness + cupper_points
0.906311211449006,0.905744545389222,0.806735081976321,1599.37443896691,0,6,-1199.4620950365,2414.92419007299,2454.17822830218,645.61492055141,992,999,total_cup_points ~ species_robusta + processing_method_washed_wet + flavor + aftertaste + clean_cup + cupper_points
0.743114727336427,0.741038886749247,1.33719570722417,357.982559896759,5.57056746659107e-286,8,-1703.28329245056,3426.56658490111,3475.6341326876,1770.21143582457,990,999,total_cup_points ~ species_robusta + processing_method_pulped_natural_honey + processing_method_washed_wet + color_none + flavor + acidity + body + balance
0.834309073499575,0.833306910637678,1.07284379764656,832.508472644555,0,6,-1484.24983964636,2984.49967929272,3023.75371752191,1141.78586363551,992,999,total_cup_points ~ species_robusta + color_none + flavor + acidity + body + uniformity
0.838349173623371,0.837042904319318,1.06075316173485,641.788925929621,0,8,-1471.91940839914,2963.83881679828,3012.90636458477,1113.94529742918,990,999,total_cup_points ~ species_robusta + color_green + color_none + moisture + flavor + acidity + body + sweetness
0.897100319589401,0.896268807020427,0.846315672283998,1078.87764185663,0,8,-1246.30321079712,2512.60642159425,2561.67396938073,709.08771498198,990,999,total_cup_points ~ species_robusta + processing_method_washed_wet + color_bluish_green + moisture + flavor + acidity + body + clean_cup
0.73581917730034,0.73341510510186,1.35673636605735,306.071996409053,1.08598375472775e-278,9,-1717.27140423609,3456.54280847217,3510.51711103731,1820.48549774569,989,999,total_cup_points ~ species_robusta + processing_method_pulped_natural_honey + processing_method_semi_washed_semi_pulped + processing_method_washed_wet + color_none + flavor + acidity + body + cupper_points
0.854538432289753,0.853658624420538,1.00522033035504,971.278459980144,0,6,-1419.2088197405,2854.41763948099,2893.67167771018,1002.38416925862,992,999,total_cup_points ~ species_robusta + color_none + flavor + acidity + balance + uniformity
0.867549295107808,0.866478986381406,0.960179672129064,810.559863437311,0,8,-1372.40498311839,2764.80996623678,2813.87751402327,912.725552742178,990,999,total_cup_points ~ species_robusta + processing_method_pulped_natural_honey + color_green + color_none + flavor + acidity + balance + sweetness
0.912918529814538,0.912214841166575,0.778553114980813,1297.33303564976,0,8,-1162.93145719217,2345.86291438434,2394.93046217082,600.083503317863,990,999,total_cup_points ~ species_robusta + processing_method_other + processing_method_pulped_natural_honey + color_bluish_green + flavor + acidity + balance + clean_cup
